ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2372	"ENSG00000005889.16"	"ZFX"	chrX	+	24152719	24152830	24149728	24149794	24172714	24172800	2372	5	5			148	74	NA	NA	0.333		NA
2373	"ENSG00000005889.16"	"ZFX"	chrX	+	24161714	24161842	24152719	24152830	24172714	24172800	2373	10	5			148	74	NA	NA	0.5		NA
2374	"ENSG00000005889.16"	"ZFX"	chrX	+	24173606	24173723	24172714	24172800	24179182	24179770	2374	5	45			148	74	NA	NA	0.053		NA
2375	"ENSG00000005889.16"	"ZFX"	chrX	+	24207325	24207475	24179182	24179770	24207711	24207855	2375	180	0			148	74	NA	NA	1.0		NA
2376	"ENSG00000005889.16"	"ZFX"	chrX	+	24208217	24208370	24207711	24207855	24208899	24209040	2376	94	0			148	74	NA	NA	1.0		NA
2385	"ENSG00000288683.1"	"ENSG00000288683"	chr22	+	18085111	18085258	18083436	18083732	18121478	18121701	2385	27	4			148	74	NA	NA	0.771		NA
2391	"ENSG00000156261.13"	"CCT8"	chr21	-	29064967	29065105	29063351	29063530	29066715	29066777	2391	32	0			148	74	NA	NA	1.0		NA
2392	"ENSG00000156261.13"	"CCT8"	chr21	-	29069422	29069502	29067555	29067705	29070246	29070337	2392	126	0			148	74	NA	NA	1.0		NA
2393	"ENSG00000156256.15"	"USP16"	chr21	+	29025708	29025771	29024650	29024777	29027872	29027974	2393	2	13			137	74	NA	NA	0.077		NA
2394	"ENSG00000156256.15"	"USP16"	chr21	+	29026566	29026661	29024655	29024777	29027872	29027974	2394	0	13			148	74	NA	NA	0.0		NA
2395	"ENSG00000156256.15"	"USP16"	chr21	+	29036270	29036374	29034836	29034940	29037275	29037463	2395	65	3			148	74	NA	NA	0.915		NA
2396	"ENSG00000156256.15"	"USP16"	chr21	+	29037275	29037463	29036270	29036374	29038334	29038430	2396	46	8			148	74	NA	NA	0.742		NA
2397	"ENSG00000156256.15"	"USP16"	chr21	+	29037278	29037463	29036270	29036374	29038334	29038430	2397	41	8			148	74	NA	NA	0.719		NA
2398	"ENSG00000156256.15"	"USP16"	chr21	+	29039480	29039568	29039025	29039156	29042012	29042104	2398	83	1			148	74	NA	NA	0.976		NA
2399	"ENSG00000156256.15"	"USP16"	chr21	+	29040608	29040687	29039480	29039568	29042012	29042104	2399	83	2			148	74	NA	NA	0.954		NA
2406	"ENSG00000142192.21"	"APP"	chr21	-	25905023	25905077	25897572	25897673	25911740	25911962	2406	97	1			128	74	NA	NA	0.982		NA
2407	"ENSG00000142192.21"	"APP"	chr21	-	25975953	25976028	25975069	25975228	25982343	25982477	2407	68	1			148	74	NA	NA	0.971		NA
2408	"ENSG00000142192.21"	"APP"	chr21	-	25997359	25997416	25982343	25982477	26000014	26000182	2408	29	30			131	74	NA	NA	0.353		NA
2410	"ENSG00000142192.21"	"APP"	chr21	-	26000014	26000182	25982343	25982477	26021839	26022042	2410	121	0			148	74	NA	NA	1.0		NA
2411	"ENSG00000142192.21"	"APP"	chr21	-	26000014	26000182	25997187	25997416	26021839	26022042	2411	113	0			148	74	NA	NA	1.0		NA
2412	"ENSG00000142192.21"	"APP"	chr21	-	26111978	26112146	26089942	26090072	26170563	26170667	2412	124	0			148	74	NA	NA	1.0		NA
2413	"ENSG00000154727.11"	"GABPA"	chr21	+	25741572	25741675	25734971	25735578	25745209	25745354	2413	38	0			148	74	NA	NA	1.0		NA
2414	"ENSG00000154727.11"	"GABPA"	chr21	+	25745209	25745354	25741572	25741675	25749035	25749120	2414	48	1			148	74	NA	NA	0.96		NA
2455	"ENSG00000154640.15"	"BTG3"	chr21	-	17604144	17604276	17598616	17598824	17604859	17604997	2455	4	73			148	74	NA	NA	0.027		NA
2456	"ENSG00000154640.15"	"BTG3"	chr21	-	17611656	17611774	17609006	17609152	17612698	17612945	2456	5	11			148	74	NA	NA	0.185		NA
2507	"ENSG00000155307.19"	"SAMSN1"	chr21	-	14516891	14517041	14512443	14512573	14521149	14521221	2507	48	6			148	74	NA	NA	0.8		NA
2508	"ENSG00000155307.19"	"SAMSN1"	chr21	-	14523270	14523394	14521149	14521221	14546204	14546313	2508	0	26			148	74	NA	NA	0.0		NA
2550	"ENSG00000203880.12"	"PCMTD2"	chr20	+	64259941	64260272	64255694	64255870	64264428	64264526	2550	18	3			148	74	NA	NA	0.75		NA
2551	"ENSG00000203880.12"	"PCMTD2"	chr20	+	64267886	64268010	64265257	64265429	64287678	64287821	2551	37	1			148	74	NA	NA	0.949		NA
2558	"ENSG00000196421.9"	"C20orf204"	chr20	+	64038295	64038448	64036136	64038202	64038621	64039001	2558	11	3			148	74	NA	NA	0.647		NA
2559	"ENSG00000130590.14"	"SAMD10"	chr20	-	63978244	63978361	63977224	63977406	63979376	63979642	2559	9	4			148	74	NA	NA	0.529		NA
2561	"ENSG00000101150.18"	"TPD52L2"	chr20	+	63875815	63875875	63873667	63873816	63882718	63882820	2561	120	15			134	74	NA	NA	0.815		NA
2562	"ENSG00000101150.18"	"TPD52L2"	chr20	+	63875815	63875875	63873667	63873816	63889189	63889238	2562	54	3			134	74	NA	NA	0.909		NA
2563	"ENSG00000101150.18"	"TPD52L2"	chr20	+	63882718	63882820	63873667	63873816	63889189	63889238	2563	126	3			148	74	NA	NA	0.955		NA
2564	"ENSG00000101150.18"	"TPD52L2"	chr20	+	63882718	63882820	63875815	63875875	63889189	63889238	2564	179	2			148	74	NA	NA	0.978		NA
2566	"ENSG00000101150.18"	"TPD52L2"	chr20	+	63887563	63887605	63882718	63882820	63889189	63889238	2566	0	111			116	74	NA	NA	0.0		NA
2567	"ENSG00000101150.18"	"TPD52L2"	chr20	+	63889189	63889238	63882718	63882820	63889849	63890424	2567	159	0			123	74	NA	NA	1.0		NA
2568	"ENSG00000125520.14"	"SLC2A4RG"	chr20	+	63741868	63742056	63741369	63741479	63742129	63742166	2568	175	0			148	74	NA	NA	1.0		NA
2569	"ENSG00000101246.20"	"ARFRP1"	chr20	-	63701829	63701898	63699511	63700702	63702135	63706053	2569	40	1			143	74	NA	NA	0.954		NA
2570	"ENSG00000101246.20"	"ARFRP1"	chr20	-	63701829	63701900	63699477	63700702	63702135	63702217	2570	45	1			145	74	NA	NA	0.958		NA
2571	"ENSG00000101246.20"	"ARFRP1"	chr20	-	63706998	63707092	63706650	63706738	63707866	63707996	2571	29	0			148	74	NA	NA	1.0		NA
2572	"ENSG00000101246.20"	"ARFRP1"	chr20	-	63706998	63707097	63706650	63706738	63707866	63707916	2572	29	0			148	74	NA	NA	1.0		NA
2573	"ENSG00000258366.11"	"RTEL1"	chr20	+	63689501	63689648	63689054	63689132	63689749	63689865	2573	118	3			148	74	NA	NA	0.952		NA
2574	"ENSG00000026036.22"	"RTEL1-TNFRSF6B"	chr20	+	63690086	63690210	63689749	63689865	63690293	63690441	2574	41	0			148	74	NA	NA	1.0		NA
2575	"ENSG00000258366.11"	"RTEL1"	chr20	+	63659232	63659504	63657809	63658466	63661297	63661462	2575	52	4			148	74	NA	NA	0.867		NA
2576	"ENSG00000258366.11"	"RTEL1"	chr20	+	63659232	63659504	63658304	63658459	63661297	63661462	2576	46	0			148	74	NA	NA	1.0		NA
2577	"ENSG00000258366.11"	"RTEL1"	chr20	+	63660675	63660796	63659232	63659504	63661297	63661332	2577	0	46			148	74	NA	NA	0.0		NA
2578	"ENSG00000130589.16"	"HELZ2"	chr20	-	63562071	63562203	63561822	63561984	63562287	63562382	2578	57	3			148	74	NA	NA	0.905		NA
2579	"ENSG00000130589.16"	"HELZ2"	chr20	-	63566377	63566453	63562519	63566231	63566843	63567627	2579	149	5			148	74	NA	NA	0.937		NA
2580	"ENSG00000125534.10"	"PPDPF"	chr20	+	63521283	63521363	63520764	63520894	63521511	63521589	2580	31	0			148	74	NA	NA	1.0		NA
2601	"ENSG00000130706.13"	"ADRM1"	chr20	+	62303567	62303781	62302895	62303049	62306196	62306320	2601	13	6			148	74	NA	NA	0.52		NA
2602	"ENSG00000130706.13"	"ADRM1"	chr20	+	62304460	62304577	62303567	62303781	62306196	62306320	2602	183	11			148	74	NA	NA	0.893		NA
2603	"ENSG00000130706.13"	"ADRM1"	chr20	+	62308367	62308470	62308020	62308178	62308654	62308860	2603	56	64			148	74	NA	NA	0.304		NA
2604	"ENSG00000130703.17"	"OSBPL2"	chr20	+	62242320	62242434	62238563	62238597	62256056	62256221	2604	5	19			148	74	NA	NA	0.116		NA
2605	"ENSG00000130703.17"	"OSBPL2"	chr20	+	62242320	62242661	62238520	62238597	62256056	62256221	2605	3	19			148	74	NA	NA	0.073		NA
2606	"ENSG00000130703.17"	"OSBPL2"	chr20	+	62256056	62256221	62238484	62238597	62259980	62260011	2606	70	0			148	74	NA	NA	1.0		NA
2607	"ENSG00000130703.17"	"OSBPL2"	chr20	+	62259980	62260125	62256056	62256221	62263615	62263691	2607	119	19			148	74	NA	NA	0.758		NA
2608	"ENSG00000130703.17"	"OSBPL2"	chr20	+	62260016	62260125	62256056	62256221	62263615	62263691	2608	68	19			148	74	NA	NA	0.642		NA
2609	"ENSG00000130703.17"	"OSBPL2"	chr20	+	62264628	62264718	62263615	62263691	62272124	62272259	2609	0	64			148	74	NA	NA	0.0		NA
2610	"ENSG00000130703.17"	"OSBPL2"	chr20	+	62271633	62271731	62263615	62263691	62272124	62272259	2610	0	64			148	74	NA	NA	0.0		NA
2611	"ENSG00000130703.17"	"OSBPL2"	chr20	+	62280008	62280122	62279156	62279339	62281057	62281879	2611	5	7			148	74	NA	NA	0.263		NA
2613	"ENSG00000130703.17"	"OSBPL2"	chr20	+	62286336	62286488	62284045	62284169	62286582	62286711	2613	54	18			148	74	NA	NA	0.6		NA
2614	"ENSG00000130703.17"	"OSBPL2"	chr20	+	62289206	62289330	62286582	62286711	62291702	62291793	2614	97	0			148	74	NA	NA	1.0		NA
2615	"ENSG00000130703.17"	"OSBPL2"	chr20	+	62291244	62291344	62289206	62289330	62291702	62291793	2615	3	25			148	74	NA	NA	0.057		NA
2629	"ENSG00000196074.13"	"SYCP2"	chr20	-	59885102	59885144	59882094	59882165	59885927	59885964	2629	4	6			116	74	NA	NA	0.298		NA
2631	"ENSG00000101166.16"	"PRELID3B"	chr20	-	59037190	59037280	59036689	59036760	59038465	59038634	2631	27	8			148	74	NA	NA	0.628		NA
2632	"ENSG00000101166.16"	"PRELID3B"	chr20	-	59037190	59037299	59036689	59036760	59038465	59038634	2632	15	8			148	74	NA	NA	0.484		NA
2633	"ENSG00000101158.15"	"NELFCD"	chr20	+	58986753	58986863	58986092	58986208	58987707	58987817	2633	63	6			148	74	NA	NA	0.84		NA
2635	"ENSG00000124222.22"	"STX16"	chr20	+	58659622	58659634	58651282	58652138	58667489	58667597	2635	1	18			86	74	NA	NA	0.046		NA
2636	"ENSG00000124222.22"	"STX16"	chr20	+	58669290	58669453	58667986	58668127	58670511	58670603	2636	101	7			148	74	NA	NA	0.878		NA
2637	"ENSG00000124222.22"	"STX16"	chr20	+	58671153	58671297	58670511	58670603	58673630	58673711	2637	74	23			148	74	NA	NA	0.617		NA
2638	"ENSG00000215440.12"	"NPEPL1"	chr20	+	58705497	58705569	58701015	58701158	58707122	58707200	2638	11	108			146	74	NA	NA	0.049		NA
2639	"ENSG00000124222.22"	"STX16"	chr20	+	58659622	58659634	58651271	58652087	58667489	58667597	2639	6	71			86	74	NA	NA	0.068		NA
2640	"ENSG00000124222.22"	"STX16"	chr20	+	58667200	58667318	58652072	58652087	58667489	58667597	2640	8	71			148	74	NA	NA	0.053		NA
2641	"ENSG00000124222.22"	"STX16"	chr20	+	58667200	58667318	58652096	58652138	58667489	58667597	2641	10	18			148	74	NA	NA	0.217		NA
2642	"ENSG00000124222.22"	"STX16"	chr20	+	58669301	58669453	58667986	58668127	58670511	58670603	2642	31	7			148	74	NA	NA	0.689		NA
2643	"ENSG00000124222.22"	"STX16"	chr20	+	58671163	58671297	58670511	58670603	58673630	58673711	2643	41	23			148	74	NA	NA	0.471		NA
2645	"ENSG00000124164.16"	"VAPB"	chr20	+	58390127	58390340	58389374	58389517	58418210	58418363	2645	5	12			148	74	NA	NA	0.172		NA
2646	"ENSG00000124164.16"	"VAPB"	chr20	+	58434601	58434705	58418210	58418363	58438944	58439025	2646	34	6			148	74	NA	NA	0.739		NA
2647	"ENSG00000124164.16"	"VAPB"	chr20	+	58438944	58439025	58418210	58418363	58440906	58441083	2647	21	0			148	74	NA	NA	1.0		NA
2648	"ENSG00000124164.16"	"VAPB"	chr20	+	58440906	58441083	58418210	58418363	58444076	58444531	2648	23	0			148	74	NA	NA	1.0		NA
2649	"ENSG00000124224.18"	"PPP4R1L"	chr20	-	58238210	58238311	58236153	58236274	58239240	58239402	2649	12	0			148	74	NA	NA	1.0		NA
2650	"ENSG00000124224.18"	"PPP4R1L"	chr20	-	58250886	58250952	58247619	58248273	58251756	58251864	2650	125	2			140	74	NA	NA	0.971		NA
2651	"ENSG00000124224.18"	"PPP4R1L"	chr20	-	58263371	58263517	58251756	58251864	58271362	58271505	2651	0	34			148	74	NA	NA	0.0		NA
2652	"ENSG00000124224.18"	"PPP4R1L"	chr20	-	58271362	58271505	58251756	58251864	58272768	58272875	2652	76	0			148	74	NA	NA	1.0		NA
2654	"ENSG00000124224.18"	"PPP4R1L"	chr20	-	58286313	58286446	58272768	58272875	58309225	58309270	2654	83	0			148	74	NA	NA	1.0		NA
2662	"ENSG00000132819.17"	"RBM38"	chr20	+	57393278	57393333	57392653	57392777	57407542	57407776	2662	48	21			129	74	NA	NA	0.567		NA
2663	"ENSG00000132819.17"	"RBM38"	chr20	+	57399927	57399968	57393278	57393333	57407542	57409333	2663	3	15			115	74	NA	NA	0.114		NA
2665	"ENSG00000101146.13"	"RAE1"	chr20	+	57373474	57373581	57368704	57368812	57373662	57373738	2665	57	0			148	74	NA	NA	1.0		NA
2686	"ENSG00000171940.14"	"ZNF217"	chr20	-	53571720	53571853	53567070	53569264	53575726	53577280	2686	27	11			148	74	NA	NA	0.551		NA
2687	"ENSG00000171940.14"	"ZNF217"	chr20	-	53578333	53578450	53575726	53577280	53581460	53583097	2687	133	15			148	74	NA	NA	0.816		NA
2726	"ENSG00000000419.14"	"DPM1"	chr20	-	50940864	50940933	50934904	50936262	50942030	50942126	2726	36	0			143	74	NA	NA	1.0		NA
2727	"ENSG00000000419.14"	"DPM1"	chr20	-	50940864	50940955	50935441	50936262	50942030	50942126	2727	13	0			148	74	NA	NA	1.0		NA
2728	"ENSG00000000419.14"	"DPM1"	chr20	-	50941104	50941209	50940864	50940933	50942030	50942126	2728	0	23			148	74	NA	NA	0.0		NA
2730	"ENSG00000000419.14"	"DPM1"	chr20	-	50941128	50941209	50940864	50940933	50942030	50942126	2730	0	23			148	74	NA	NA	0.0		NA
2733	"ENSG00000101126.18"	"ADNP"	chr20	-	50902016	50902109	50888915	50894512	50930825	50931364	2733	22	1			148	74	NA	NA	0.917		NA
2734	"ENSG00000101126.18"	"ADNP"	chr20	-	50903888	50904001	50902016	50902109	50928650	50928732	2734	35	0			148	74	NA	NA	1.0		NA
2735	"ENSG00000101126.18"	"ADNP"	chr20	-	50903888	50904001	50902016	50902109	50930825	50931421	2735	37	0			148	74	NA	NA	1.0		NA
2736	"ENSG00000101126.18"	"ADNP"	chr20	-	50904765	50904849	50903888	50904001	50928650	50928825	2736	8	8			148	74	NA	NA	0.333		NA
2738	"ENSG00000101126.18"	"ADNP"	chr20	-	50928650	50928825	50903888	50904001	50930825	50931375	2738	14	10			148	74	NA	NA	0.412		NA
2740	"ENSG00000196396.10"	"PTPN1"	chr20	+	50561362	50561453	50510382	50510590	50564968	50565069	2740	66	0			148	74	NA	NA	1.0		NA
2741	"ENSG00000196396.10"	"PTPN1"	chr20	+	50578419	50578629	50574516	50574654	50579167	50579329	2741	202	4			148	74	NA	NA	0.962		NA
2747	"ENSG00000240849.11"	"PEDS1"	chr20	-	50130855	50130947	50129545	50129690	50143501	50143621	2747	98	10			148	74	NA	NA	0.831		NA
2748	"ENSG00000240849.11"	"PEDS1"	chr20	-	50130864	50130947	50129545	50129690	50143501	50143621	2748	55	10			148	74	NA	NA	0.733		NA
2749	"ENSG00000240849.11"	"PEDS1"	chr20	-	50151211	50151315	50143501	50143621	50153516	50153734	2749	36	57			148	74	NA	NA	0.24		NA
2750	"ENSG00000244687.13"	"UBE2V1"	chr20	-	50084128	50084254	50081123	50082914	50096671	50096820	2750	10	0			148	74	NA	NA	1.0		NA
2753	"ENSG00000244687.13"	"UBE2V1"	chr20	-	50096482	50096820	50084128	50084254	50113106	50113133	2753	10	0			148	74	NA	NA	1.0		NA
2754	"ENSG00000244687.13"	"UBE2V1"	chr20	-	50096671	50096820	50083877	50084254	50113106	50113125	2754	19	0			148	74	NA	NA	1.0		NA
2756	"ENSG00000244687.13"	"UBE2V1"	chr20	-	50098881	50098964	50096671	50096820	50113106	50113167	2756	0	10			148	74	NA	NA	0.0		NA
2757	"ENSG00000244687.13"	"UBE2V1"	chr20	-	50098881	50098981	50096671	50096820	50113106	50113198	2757	6	10			148	74	NA	NA	0.231		NA
2758	"ENSG00000244687.13"	"UBE2V1"	chr20	-	50108972	50109111	50096671	50096820	50113106	50113136	2758	0	10			148	74	NA	NA	0.0		NA
2759	"ENSG00000244687.13"	"UBE2V1"	chr20	-	50111288	50111562	50096671	50096820	50113106	50113145	2759	0	10			148	74	NA	NA	0.0		NA
2760	"ENSG00000124226.11"	"RNF114"	chr20	+	49941106	49941220	49936398	49936552	49941560	49941711	2760	0	68			148	74	NA	NA	0.0		NA
2761	"ENSG00000124226.11"	"RNF114"	chr20	+	49941560	49941711	49936396	49936552	49945381	49945488	2761	117	0			148	74	NA	NA	1.0		NA
2762	"ENSG00000124226.11"	"RNF114"	chr20	+	49941582	49941711	49936376	49936552	49945381	49945488	2762	49	0			148	74	NA	NA	1.0		NA
2763	"ENSG00000124226.11"	"RNF114"	chr20	+	49945381	49945488	49941560	49941711	49946135	49946178	2763	89	7			148	74	NA	NA	0.864		NA
2764	"ENSG00000124226.11"	"RNF114"	chr20	+	49949247	49949355	49946135	49946250	49952075	49952152	2764	77	0			148	74	NA	NA	1.0		NA
2765	"ENSG00000197818.12"	"SLC9A8"	chr20	+	49874704	49874821	49864738	49864844	49877980	49878063	2765	32	7			148	74	NA	NA	0.696		NA
2767	"ENSG00000177410.13"	"ZFAS1"	chr20	+	49280484	49280570	49279103	49279208	49289044	49289260	2767	113	7			148	74	NA	NA	0.89		NA
2768	"ENSG00000177410.13"	"ZFAS1"	chr20	+	49280902	49280964	49280321	49280570	49289044	49289260	2768	9	33			136	74	NA	NA	0.129		NA
2770	"ENSG00000124228.15"	"DDX27"	chr20	+	49231022	49231115	49230198	49230349	49233305	49233405	2770	46	26			148	74	NA	NA	0.469		NA
2771	"ENSG00000124214.21"	"STAU1"	chr20	-	49165996	49166285	49153932	49154071	49174194	49174269	2771	15	9			148	74	NA	NA	0.455		NA
2772	"ENSG00000124214.21"	"STAU1"	chr20	-	49174194	49174269	49153932	49154071	49188115	49188334	2772	29	0			148	74	NA	NA	1.0		NA
2773	"ENSG00000124214.21"	"STAU1"	chr20	-	49179121	49179244	49174194	49174269	49188115	49188367	2773	10	20			148	74	NA	NA	0.2		NA
2774	"ENSG00000124198.10"	"ARFGEF2"	chr20	+	48965871	48966023	48963829	48963898	48969146	48969277	2774	171	3			148	74	NA	NA	0.966		NA
2775	"ENSG00000124198.10"	"ARFGEF2"	chr20	+	48965874	48966023	48963829	48963898	48969146	48969277	2775	130	3			148	74	NA	NA	0.956		NA
2776	"ENSG00000124198.10"	"ARFGEF2"	chr20	+	48965877	48966023	48963829	48963898	48969146	48969277	2776	102	3			148	74	NA	NA	0.944		NA
2777	"ENSG00000124198.10"	"ARFGEF2"	chr20	+	48971119	48971354	48969146	48969277	48974765	48974874	2777	54	5			148	74	NA	NA	0.844		NA
2778	"ENSG00000124198.10"	"ARFGEF2"	chr20	+	48974765	48974874	48973144	48973284	48976015	48976199	2778	119	1			148	74	NA	NA	0.983		NA
2779	"ENSG00000124198.10"	"ARFGEF2"	chr20	+	48976015	48976199	48973144	48973284	48984728	48984840	2779	34	1			148	74	NA	NA	0.944		NA
2780	"ENSG00000124198.10"	"ARFGEF2"	chr20	+	49018883	49018998	49017495	49017550	49023050	49023181	2780	20	3			148	74	NA	NA	0.769		NA
2781	"ENSG00000124198.10"	"ARFGEF2"	chr20	+	49023050	49023181	49018883	49018998	49025312	49025481	2781	31	2			148	74	NA	NA	0.886		NA
2792	"ENSG00000124151.19"	"NCOA3"	chr20	+	47639924	47640051	47639576	47639822	47642212	47642384	2792	47	5			148	74	NA	NA	0.825		NA
2798	"ENSG00000080189.15"	"SLC35C2"	chr20	-	46355801	46355874	46355072	46355178	46356573	46356637	2798	18	0			147	74	NA	NA	1.0		NA
2799	"ENSG00000080189.15"	"SLC35C2"	chr20	-	46355801	46355874	46355072	46355241	46356573	46356637	2799	33	1			147	74	NA	NA	0.943		NA
2801	"ENSG00000101017.14"	"CD40"	chr20	+	46126639	46126701	46123125	46123219	46128137	46128224	2801	11	0			136	74	NA	NA	1.0		NA
2804	"ENSG00000198026.8"	"ZNF335"	chr20	-	45957585	45957680	45953688	45953948	45957834	45957928	2804	49	1			148	74	NA	NA	0.961		NA
2805	"ENSG00000198026.8"	"ZNF335"	chr20	-	45969450	45969691	45968284	45968362	45971209	45971460	2805	56	1			148	74	NA	NA	0.966		NA
2806	"ENSG00000100982.12"	"PCIF1"	chr20	+	45943096	45943244	45941052	45941207	45943665	45943765	2806	43	3			148	74	NA	NA	0.878		NA
2807	"ENSG00000100982.12"	"PCIF1"	chr20	+	45943339	45943423	45943096	45943244	45943665	45943765	2807	57	11			148	74	NA	NA	0.722		NA
2808	"ENSG00000100982.12"	"PCIF1"	chr20	+	45945710	45945883	45944867	45945030	45946028	45946115	2808	126	5			148	74	NA	NA	0.926		NA
2809	"ENSG00000100982.12"	"PCIF1"	chr20	+	45947072	45947166	45946199	45946384	45947262	45947438	2809	140	4			148	74	NA	NA	0.946		NA
2812	"ENSG00000064601.21"	"CTSA"	chr20	+	45891915	45892027	45891385	45891762	45892272	45892323	2812	74	1			148	74	NA	NA	0.974		NA
2813	"ENSG00000064601.21"	"CTSA"	chr20	+	45891915	45892027	45891385	45891762	45892397	45892484	2813	28	0			148	74	NA	NA	1.0		NA
2815	"ENSG00000064601.21"	"CTSA"	chr20	+	45892272	45892323	45891568	45892027	45892397	45892484	2815	47	0			125	74	NA	NA	1.0		NA
2816	"ENSG00000064601.21"	"CTSA"	chr20	+	45892978	45893145	45892724	45892880	45893219	45893311	2816	0	20			148	74	NA	NA	0.0		NA
2818	"ENSG00000064601.21"	"CTSA"	chr20	+	45893219	45893311	45892724	45892880	45893987	45894072	2818	46	5			148	74	NA	NA	0.821		NA
2819	"ENSG00000064601.21"	"CTSA"	chr20	+	45894649	45894741	45891568	45894072	45894822	45894901	2819	89	0			148	74	NA	NA	1.0		NA
2821	"ENSG00000064601.21"	"CTSA"	chr20	+	45897716	45897806	45894993	45897040	45898004	45898109	2821	81	0			148	74	NA	NA	1.0		NA
2822	"ENSG00000064601.21"	"CTSA"	chr20	+	45897725	45897806	45896964	45897040	45898004	45898109	2822	60	0			148	74	NA	NA	1.0		NA
2825	"ENSG00000101473.17"	"ACOT8"	chr20	-	45848449	45848675	45842022	45844420	45857187	45857371	2825	27	0			148	74	NA	NA	1.0		NA
2827	"ENSG00000101473.17"	"ACOT8"	chr20	-	45853922	45853984	45848449	45848675	45855158	45855292	2827	8	6			136	74	NA	NA	0.42		NA
2828	"ENSG00000101473.17"	"ACOT8"	chr20	-	45855158	45855292	45848449	45848675	45857187	45857196	2828	15	0			148	74	NA	NA	1.0		NA
2830	"ENSG00000254806.5"	"SYS1-DBNDD2"	chr20	+	45363528	45363693	45363199	45363315	45365618	45365686	2830	59	0			148	74	NA	NA	1.0		NA
2835	"ENSG00000101109.12"	"STK4"	chr20	+	44973300	44973433	44972077	44972158	44978442	44978571	2835	8	5			148	74	NA	NA	0.444		NA
2836	"ENSG00000101109.12"	"STK4"	chr20	+	44987131	44987296	44981828	44981943	44995089	44995257	2836	32	0			148	74	NA	NA	1.0		NA
2837	"ENSG00000101109.12"	"STK4"	chr20	+	44997168	44997306	44995089	44995257	45000391	45000520	2837	171	1			148	74	NA	NA	0.988		NA
2838	"ENSG00000101109.12"	"STK4"	chr20	+	45053085	45053180	45024972	45025130	45075017	45075608	2838	60	57			148	74	NA	NA	0.345		NA
2839	"ENSG00000101104.13"	"PABPC1L"	chr20	+	44916755	44916871	44912659	44912853	44918905	44919045	2839	23	0			148	74	NA	NA	1.0		NA
2848	"ENSG00000101104.13"	"PABPC1L"	chr20	+	44938673	44938748	44938044	44938191	44939125	44939184	2848	14	0			148	74	NA	NA	1.0		NA
2852	"ENSG00000166913.13"	"YWHAB"	chr20	+	44886878	44886978	44885751	44885886	44901530	44901756	2852	3	35			148	74	NA	NA	0.041		NA
2853	"ENSG00000166913.13"	"YWHAB"	chr20	+	44887544	44887742	44885739	44885886	44901530	44901833	2853	12	35			148	74	NA	NA	0.146		NA
2854	"ENSG00000166913.13"	"YWHAB"	chr20	+	44887647	44887742	44885710	44885886	44901530	44901756	2854	14	35			148	74	NA	NA	0.167		NA
2855	"ENSG00000166913.13"	"YWHAB"	chr20	+	44887647	44887742	44886878	44886978	44901530	44901756	2855	12	3			148	74	NA	NA	0.667		NA
2856	"ENSG00000166913.13"	"YWHAB"	chr20	+	44902897	44903121	44901610	44901833	44903992	44904116	2856	13	53			148	74	NA	NA	0.109		NA
2857	"ENSG00000166913.13"	"YWHAB"	chr20	+	44903035	44903121	44901530	44901833	44903992	44904116	2857	8	53			148	74	NA	NA	0.07		NA
2867	"ENSG00000132823.11"	"OSER1"	chr20	-	44202960	44203074	44195938	44197739	44206880	44206998	2867	35	13			148	74	NA	NA	0.574		NA
2872	"ENSG00000185513.17"	"L3MBTL1"	chr20	+	43515008	43515159	43514407	43514776	43515291	43515415	2872	12	1			148	74	NA	NA	0.857		NA
2879	"ENSG00000185513.17"	"L3MBTL1"	chr20	+	43540752	43540815	43538974	43540308	43548146	43550941	2879	11	0			137	74	NA	NA	1.0		NA
2880	"ENSG00000124193.16"	"SRSF6"	chr20	+	43459152	43459420	43458360	43458509	43459770	43459895	2880	143	66			148	74	NA	NA	0.52		NA
2881	"ENSG00000124193.16"	"SRSF6"	chr20	+	43460702	43460852	43460514	43460598	43463343	43463605	2881	118	0			148	74	NA	NA	1.0		NA
2899	"ENSG00000124177.16"	"CHD6"	chr20	-	41423491	41423700	41420507	41422079	41425177	41425394	2899	44	3			148	74	NA	NA	0.88		NA
2900	"ENSG00000124177.16"	"CHD6"	chr20	-	41426092	41426153	41425177	41425394	41437273	41437334	2900	45	2			135	74	NA	NA	0.925		NA
2901	"ENSG00000124177.16"	"CHD6"	chr20	-	41439999	41440129	41437273	41437334	41445664	41445768	2901	64	3			148	74	NA	NA	0.914		NA
2902	"ENSG00000124177.16"	"CHD6"	chr20	-	41473321	41473517	41457263	41457428	41483308	41483519	2902	67	3			148	74	NA	NA	0.918		NA
2903	"ENSG00000124177.16"	"CHD6"	chr20	-	41487664	41487808	41484351	41484607	41488427	41488604	2903	38	19			148	74	NA	NA	0.5		NA
2904	"ENSG00000124177.16"	"CHD6"	chr20	-	41493537	41493672	41491697	41491819	41493857	41493944	2904	85	3			148	74	NA	NA	0.934		NA
